,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1)
13008,MTNORAM.B21118M00713,-7.45226E+18,24.86,0,40000,2200,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,1.16567E+18,8.41426E+18,GREEN BAY,WI,54303,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,57.68,0,0,57.68,4/28/2021 14:04,4/28/2021 15:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13009,MTNORAM.B21118M00713,-7.45226E+18,24.86,0,40000,2200,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,1.16567E+18,8.41426E+18,GREEN BAY,WI,54303,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,57.68,0,0,57.68,4/28/2021 14:04,4/28/2021 15:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13010,MTNORAM.B21118M00714,-7.45226E+18,92.45,0,40000,2200,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,2.6056E+18,-5.53267E+18,MARSHFIELD,WI,54449,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,214.48,0,0,214.48,4/28/2021 14:04,4/28/2021 16:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13011,MTNORAM.B21118M00714,-7.45226E+18,92.45,0,40000,2200,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,2.6056E+18,-5.53267E+18,MARSHFIELD,WI,54449,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,214.48,0,0,214.48,4/28/2021 14:04,4/28/2021 16:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13012,MTNORAM.B21118M00712,-7.45226E+18,251.28,0,40000,2200,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,-7.21337E+18,-8.46034E+18,BROOKLYN PARK,MN,55445,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,582.97,0,0,582.97,4/28/2021 14:04,4/28/2021 18:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13013,MTNORAM.B21118M00712,-7.45226E+18,251.28,0,40000,2200,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,-7.21337E+18,-8.46034E+18,BROOKLYN PARK,MN,55445,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,582.97,0,0,582.97,4/28/2021 14:04,4/28/2021 18:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13014,MTNORAM.B21118M00715,-6.37921E+18,505.95,0,20749,2299.25,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,2.85049E+18,-8.06979E+17,COLUMBIA,SC,29209,-4.12354E+18,MTNORAM.TL,MTNORAM.53DV,1781.16,197.32,0,1978.48,4/28/2021 14:04,4/28/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13015,MTNORAM.B21118M00716,-6.37921E+18,505.95,0,16359.51,1859.9,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,2.85049E+18,-8.06979E+17,COLUMBIA,SC,29209,-4.12354E+18,MTNORAM.TL,MTNORAM.53DV,1781.16,197.32,0,1978.48,4/28/2021 14:04,4/28/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13016,MTNORAM.B21118M00717,-6.37921E+18,314.86,282,8894.5,1002.34,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,6.0629E+18,-4.52166E+18,GASTONIA,NC,28052-3846,1.09415E+18,MTNORAM.TL,MTNORAM.53DV,1022.35,97.61,0,1119.96,4/29/2021 13:04,5/1/2021 0:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13017,MTNORAM.B21118M00718,-6.37921E+18,803.7,0,18871.08,2461.97,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-7.91219E+18,-9.08547E+18,MARYLAND HEIGHTS,MO,63043-4825,6.8335E+18,MTNORAM.TL,MTNORAM.53DV,2033,0,0,2033,4/29/2021 6:04,4/30/2021 16:04,4/29/2021 1:35,NO EVENT,NO EVENT,NO EVENT
13018,MTNORAM.B21118M00719,-7.45226E+18,88.45,0,43289.41,2200,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,-8.93943E+18,-4.46987E+18,BLAINE,MN,55014,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,205.2,0,0,205.2,4/30/2021 5:04,4/30/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13019,MTNORAM.B21118M00719,-7.45226E+18,88.45,0,43289.41,2200,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,-8.93943E+18,-4.46987E+18,BLAINE,MN,55014,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,205.2,0,0,205.2,4/30/2021 5:04,4/30/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13020,MTNORAM.B21118M00721,-7.45226E+18,47.06,0,42893.26,2200.01,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,5.64732E+18,-2.6235E+18,OWATONNA,MN,55060,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,109.18,0,0,109.18,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13021,MTNORAM.B21118M00721,-7.45226E+18,47.06,0,42893.26,2200.01,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,5.64732E+18,-2.6235E+18,OWATONNA,MN,55060,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,109.18,0,0,109.18,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13022,MTNORAM.B21118M00720,-7.45226E+18,256.09,0,40647.42,2200,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.97664E+18,-2.50254E+18,FOND DU LAC,WI,54935,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,594.13,0,0,594.13,4/30/2021 5:04,4/30/2021 9:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13023,MTNORAM.B21118M00720,-7.45226E+18,256.09,0,40647.42,2200,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.97664E+18,-2.50254E+18,FOND DU LAC,WI,54935,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,594.13,0,0,594.13,4/30/2021 5:04,4/30/2021 9:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13024,MTNORAM.B21118M00722,-7.45226E+18,54.01,0,18900,890,-2.99532E+17,-4.76496E+18,ALGOMA,WI,54201-1247,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,125.3,0,0,125.3,5/4/2021 5:05,5/4/2021 5:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13025,MTNORAM.B21118M00724,-7.45226E+18,100.05,0,42240.84,2200.01,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.90659E+18,7.5176E+18,WINONA,MN,55987,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,232.12,0,0,232.12,4/30/2021 5:04,4/30/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13026,MTNORAM.B21118M00724,-7.45226E+18,100.05,0,42240.84,2200.01,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.90659E+18,7.5176E+18,WINONA,MN,55987,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,232.12,0,0,232.12,4/30/2021 5:04,4/30/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13027,MTNORAM.B21118M00724,-7.45226E+18,100.05,0,42240.84,2200.01,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.90659E+18,7.5176E+18,WINONA,MN,55987,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,232.12,0,0,232.12,4/30/2021 5:04,4/30/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13028,MTNORAM.B21118M00725,-7.45226E+18,92.79,0,42336,1073,3.25838E+18,9.12114E+18,MILWAUKEE,WI,53207-1045,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,215.27,0,0,215.27,4/29/2021 5:04,4/29/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13029,MTNORAM.B21118M00723,-7.45226E+18,72.84,0,29070,1134,6.48546E+18,5.09613E+17,MOSINEE,WI,54455-7314,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,168.99,0,0,168.99,4/29/2021 5:04,4/29/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13030,MTNORAM.B21118M00727,-7.45226E+18,87.35,0,12895.99,930.04,9.2621E+17,1.71479E+17,SAINT PAUL,MN,55121-2227,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,202.65,0,0,202.65,4/29/2021 15:04,4/29/2021 17:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13031,MTNORAM.B21118M00727,-7.45226E+18,87.35,0,12895.99,930.04,9.2621E+17,1.71479E+17,SAINT PAUL,MN,55121-2227,-1.90711E+18,-6.95892E+18,CHIPPEWA FALLS,WI,54729,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,202.65,0,0,202.65,4/29/2021 15:04,4/29/2021 17:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13032,MTNORAM.B21118M00726,-7.45226E+18,211.12,0,43287.22,2199.99,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,-6.87932E+18,-3.16725E+18,HERMANTOWN,MN,55811,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,489.8,0,0,489.8,4/30/2021 5:04,4/30/2021 8:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13033,MTNORAM.B21118M00726,-7.45226E+18,211.12,0,43287.22,2199.99,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,-6.87932E+18,-3.16725E+18,HERMANTOWN,MN,55811,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,489.8,0,0,489.8,4/30/2021 5:04,4/30/2021 8:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13034,MTNORAM.B21118M00729,-7.45226E+18,23.99,0,43044.51,2199.98,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-7.21337E+18,-8.46034E+18,BROOKLYN PARK,MN,55445,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,55.66,0,0,55.66,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13035,MTNORAM.B21118M00729,-7.45226E+18,23.99,0,43044.51,2199.98,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-7.21337E+18,-8.46034E+18,BROOKLYN PARK,MN,55445,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,55.66,0,0,55.66,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13036,MTNORAM.B21118M00730,-7.45226E+18,9.51,0,41658.59,2200.02,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.45911E+17,-4.33391E+18,LAKEVILLE,MN,55044,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,22.06,0,0,22.06,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13037,MTNORAM.B21118M00730,-7.45226E+18,9.51,0,41658.59,2200.02,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.45911E+17,-4.33391E+18,LAKEVILLE,MN,55044,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,22.06,0,0,22.06,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13038,MTNORAM.B21118M00728,-7.45226E+18,82.32,0,43287.19,2200.01,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,-5.867E+18,-3.3209E+18,HUDSON,WI,54016,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,190.98,0,0,190.98,4/29/2021 5:04,4/29/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13039,MTNORAM.B21118M00728,-7.45226E+18,82.32,0,43287.19,2200.01,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,-5.867E+18,-3.3209E+18,HUDSON,WI,54016,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,190.98,0,0,190.98,4/29/2021 5:04,4/29/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13040,MTNORAM.B21118M00731,-7.45226E+18,51.16,0,42289.4,2199.99,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,5.7125E+17,2.81322E+18,ROCHESTER,MN,55904,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,118.69,0,0,118.69,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13041,MTNORAM.B21118M00731,-7.45226E+18,51.16,0,42289.4,2199.99,-5.27651E+18,8.51236E+18,NEW RICHLAND,MN,56072,5.7125E+17,2.81322E+18,ROCHESTER,MN,55904,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,118.69,0,0,118.69,4/30/2021 5:04,4/30/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13042,MTNORAM.B21118M00733,-7.45226E+18,182.47,0,40732.12,2199.99,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-2.0515E+18,-8.00685E+18,WAUSAU,WI,54401,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,423.33,0,0,423.33,4/30/2021 5:04,4/30/2021 8:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13043,MTNORAM.B21118M00733,-7.45226E+18,182.47,0,40732.12,2199.99,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-2.0515E+18,-8.00685E+18,WAUSAU,WI,54401,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,423.33,0,0,423.33,4/30/2021 5:04,4/30/2021 8:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13044,MTNORAM.B21118M00732,-7.45226E+18,277.2,0,43150.05,2199.99,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.90729E+18,1.83592E+18,PLYMOUTH,WI,53073,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,643.1,0,0,643.1,4/30/2021 5:04,4/30/2021 10:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13045,MTNORAM.B21118M00732,-7.45226E+18,277.2,0,43150.05,2199.99,-3.85903E+18,1.89791E+18,SAVAGE,MN,55378,-1.90729E+18,1.83592E+18,PLYMOUTH,WI,53073,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,643.1,0,0,643.1,4/30/2021 5:04,4/30/2021 10:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13046,MTNORAM.B21118M00736,-7.45226E+18,9.28,0,40676.01,623.05,4.19493E+18,-8.48962E+18,KAUKAUNA,WI,54130-1424,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,21.53,0,0,21.53,4/29/2021 15:04,4/29/2021 15:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13047,MTNORAM.B21118M00747,-7.45226E+18,9.28,0,38938.91,648.95,4.19493E+18,-8.48962E+18,KAUKAUNA,WI,54130-1424,-6.30297E+18,9.14675E+18,APPLETON,WI,54914,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,21.53,0,0,21.53,4/29/2021 15:04,4/29/2021 15:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13048,MTNORAM.B21118M00748,-6.37921E+18,500.14,0,7547.5,1023.18,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-2.16941E+18,-4.29903E+18,EL PASO,TX,79915-1234,6.8335E+18,MTNORAM.TL,MTNORAM.53DV,1540,0,0,1540,4/29/2021 3:04,4/30/2021 14:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13049,MTNORAM.B21118M00750,-6.37921E+18,750.95,0,12689,1951.58,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,3.94085E+18,1.36457E+18,BIRMINGHAM,AL,35203,-4.12354E+18,MTNORAM.TL,MTNORAM.53DV,1255.72,292.87,0,1548.59,4/29/2021 19:04,5/3/2021 12:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13050,MTNORAM.B21118M00752,-6.37921E+18,183.08,0,12249,1807.96,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-5.90993E+18,6.4641E+18,HOUSTON,TX,77041-2645,6.8335E+18,MTNORAM.TL,MTNORAM.53DV,719,0,0,719,4/29/2021 6:04,4/29/2021 18:04,4/29/2021 1:24,NO EVENT,NO EVENT,NO EVENT
13051,MTNORAM.B21118M00754,-6.37921E+18,777.56,0,2310,253.62,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,7.18681E+18,-6.86976E+16,HANOVER,MD,21076,3.99666E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2650,0,0,2650,4/28/2021 14:04,4/29/2021 14:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13052,MTNORAM.B21118M00755,-8.13096E+17,1058.58,1527,42906.79,15.27,7.08526E+18,-5.78649E+18,NORTH BERGEN,NJ,7047,-2.27441E+18,-6.22922E+18,GLUCKSTADT,MS,39110,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,2272,328.16,0,2600.16,5/3/2021 14:00,5/5/2021 7:30,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13053,MTNORAM.B21118M00756,-6.37921E+18,777.56,0,8251,951.26,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,7.18681E+18,-6.86976E+16,HANOVER,MD,21076,3.99666E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,2650,0,0,2650,4/28/2021 14:04,4/29/2021 14:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13054,MTNORAM.B21118M00757,3.34997E+18,411.62,0,10851.05,928.32,-1.93998E+18,2.00211E+18,SAINT-JEAN-SUR-RICHELIEU,QC,J2W 2H1,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.35504E+17,MTNORAM.TL,MTNORAM.53DV,1094,127.6,0,1221.6,5/3/2021 19:05,5/4/2021 17:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13055,MTNORAM.B21118M00758,3.34997E+18,386.08,0,1947.1,42.77,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-8.50432E+18,6.55668E+18,SANFORD,ME,4073,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,191.63,27.4,0,219.03,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13056,MTNORAM.B21118M00758,3.34997E+18,386.08,0,1947.1,42.77,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-8.50432E+18,6.55668E+18,SANFORD,ME,4073,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,191.63,27.4,0,219.03,4/29/2021 3:04,4/30/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13057,MTNORAM.B21118M00759,3.34997E+18,301.33,0,962.19,10.17,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-3.82296E+18,4.31109E+18,WORCESTER,MA,1604,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,101.64,14.53,0,116.17,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13058,MTNORAM.B21118M00759,3.34997E+18,301.33,0,962.19,10.17,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-3.82296E+18,4.31109E+18,WORCESTER,MA,1604,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,101.64,14.53,0,116.17,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13059,MTNORAM.B21118M00760,3.34997E+18,168.7,0,733.69,86.04,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,3.32671E+18,-7.26697E+18,CARNEGIE,PA,15106,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,89.24,12.76,0,102,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13060,MTNORAM.B21118M00760,3.34997E+18,168.7,0,733.69,86.04,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,3.32671E+18,-7.26697E+18,CARNEGIE,PA,15106,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,89.24,12.76,0,102,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13061,MTNORAM.B21118M00761,3.34997E+18,353.24,0,476.19,11.44,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,3.06014E+16,2.91301E+18,ESSEX JUNCTION,VT,5452,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,77,11.01,0,88.02,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13062,MTNORAM.B21118M00761,3.34997E+18,353.24,0,476.19,11.44,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,3.06014E+16,2.91301E+18,ESSEX JUNCTION,VT,5452,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,77,11.01,0,88.02,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13063,MTNORAM.B21118M00762,3.34997E+18,454.13,0,311.57,11.01,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-7.90429E+18,-4.56627E+18,RANGELEY,ME,4970,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75.38,10.78,0,86.16,4/29/2021 3:04,5/3/2021 4:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13064,MTNORAM.B21118M00762,3.34997E+18,454.13,0,311.57,11.01,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-7.90429E+18,-4.56627E+18,RANGELEY,ME,4970,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75.38,10.78,0,86.16,4/29/2021 3:04,5/3/2021 4:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13065,MTNORAM.B21118M00763,3.34997E+18,76.14,0,295.42,17.59,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-1.10382E+18,2.49312E+18,TYRONE,PA,16686,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13066,MTNORAM.B21118M00763,3.34997E+18,76.14,0,295.42,17.59,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-1.10382E+18,2.49312E+18,TYRONE,PA,16686,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13067,MTNORAM.B21118M00764,3.34997E+18,327.01,0,164.36,67.66,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,5.30779E+18,-1.88816E+18,NORTH EASTON,MA,2356,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13068,MTNORAM.B21118M00764,3.34997E+18,327.01,0,164.36,67.66,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,5.30779E+18,-1.88816E+18,NORTH EASTON,MA,2356,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13069,MTNORAM.B21118M00765,3.34997E+18,52.51,0,147.71,8.79,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-2.67304E+18,6.44758E+18,ORWIGSBURG,PA,17961,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13070,MTNORAM.B21118M00765,3.34997E+18,52.51,0,147.71,8.79,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-2.67304E+18,6.44758E+18,ORWIGSBURG,PA,17961,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13071,MTNORAM.B21118M00766,3.34997E+18,143.85,0,114.64,3.28,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,7.727E+18,1.65928E+17,DUKE CENTER,PA,16729,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,5/2/2021 4:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13072,MTNORAM.B21118M00766,3.34997E+18,143.85,0,114.64,3.28,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,7.727E+18,1.65928E+17,DUKE CENTER,PA,16729,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,5/2/2021 4:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13073,MTNORAM.B21118M00767,3.34997E+18,108.45,0,81.13,6.95,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-6.48233E+18,7.1442E+18,TOWANDA,PA,18848,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13074,MTNORAM.B21118M00767,3.34997E+18,108.45,0,81.13,6.95,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-6.48233E+18,7.1442E+18,TOWANDA,PA,18848,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13075,MTNORAM.B21118M00768,3.34997E+18,105.62,0,62.43,46.13,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-5.27691E+18,6.02037E+16,BENSALEM,PA,19020,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13076,MTNORAM.B21118M00768,3.34997E+18,105.62,0,62.43,46.13,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,-5.27691E+18,6.02037E+16,BENSALEM,PA,19020,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
13077,MTNORAM.B21118M00769,3.34997E+18,23.3,0,49.21,4.72,-4.13547E+18,3.74209E+18,CAMP HILL,PA,17011,3.40769E+18,-8.43443E+18,HALLAM,PA,17406,-6.08251E+18,MTNORAM.LTL,MTNORAM.53DV,75,10.73,0,85.73,4/29/2021 3:04,4/29/2021 4:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
